id,title,url,description,abstract
189021,System software,https://en.wikipedia.org/wiki/System_software, Platform-providing software,"System software is software that provides a platform for other software. Examples include the kernel and device drivers of an operating system (OS). A program that runs in the context of the platform is classified as application or utility software based on the functionality it provides and the role of intended users. Application software provides for the normal use of a computer, without regard to how the computer works or what it needs to function. It is used to accomplish end user tasks such as writing documents, playing video games, listening to music, drawing pictures, browsing the web and developing software. Utility software supports managing system hardware and software. System software typically includes operating systems, device drivers, utility programs, and language translators such as compilers and assemblers. Many operating systems are installed with application and utility software. Regardless, application software is generally not classified as system software. Core utility software is considered by some to be system software if it cannot be uninstalled without affecting the functioning of other software."
8377,Database,https://en.wikipedia.org/wiki/Database,Organized collection of data in computing,"In computing, a database is an organized collection of data or a type of data store based on the use of a database management system (DBMS), the software that interacts with end users, applications, and the database itself to capture and analyze the data. The DBMS additionally encompasses the core facilities provided to administer the database. The sum total of the database, the DBMS and the associated applications can be referred to as a database system. Often the term ""database"" is also used loosely to refer to any of the DBMS, the database system or an application associated with the database. Before digital storage and retrieval of data became widespread, index cards were used for data storage in a wide range of applications and environments: in the home to record and store recipes, shopping lists, contact information and other organizational data; in business to record presentation notes, project research and notes, and contact information; in schools as flash cards or other visual aids; and in academic research to hold data such as bibliographical citations or notes in a card file. Professional book indexers used index cards in the creation of book indexes until they were replaced by indexing software in the 1980s and 1990s. Small databases can be stored on a file system, while large databases are hosted on computer clusters or cloud storage. The design of databases spans formal techniques and practical considerations, including data modeling, efficient data representation and storage, query languages, security and privacy of sensitive data, and distributed computing issues, including supporting concurrent access and fault tolerance. Computer scientists may classify database management systems according to the database models that they support. Relational databases became dominant in the 1980s. These model data as rows and columns in a series of tables, and the vast majority use SQL for writing and querying data. In the 2000s, non-relational databases became popular, collectively referred to as NoSQL, because they use different query languages."
22194,Operating system,https://en.wikipedia.org/wiki/Operating_system,Software that manages computer hardware resources,"An operating system (OS) is system software that manages computer hardware and software resources, and provides common services for computer programs. Time-sharing operating systems schedule tasks for efficient use of the system and may also include accounting software for cost allocation of processor time, mass storage, peripherals, and other resources. For hardware functions such as input and output and memory allocation, the operating system acts as an intermediary between programs and the computer hardware, although the application code is usually executed directly by the hardware and frequently makes system calls to an OS function or is interrupted by it. Operating systems are found on many devices that contain a computer – from cellular phones and video game consoles to web servers and supercomputers. As of November 2025, Android is the most popular operating system, with a 38% market share, followed by Microsoft Windows at 33%, iOS and iPadOS at 15%, macOS at 4%, and Linux at 1%. Android, iOS, and iPadOS are operating systems for mobile devices such as smartphones, while Windows, macOS, and Linux are for desktop computers. Linux distributions are dominant in the server and supercomputing sectors. Other specialized classes of operating systems, such as embedded and real-time systems, exist for many applications. Security-focused operating systems also exist. Some operating systems have low system requirements. Others may have higher system requirements. Some operating systems require installation or may come pre-installed with purchased computers (OEM-installation), whereas others may run directly from media or flash memory."
15881,Java (programming language),https://en.wikipedia.org/wiki/Java_(programming_language),Object-oriented programming language,"Java is a high-level, general-purpose, memory-safe, object-oriented programming language. It is intended to let programmers write once, run anywhere (WORA), meaning that compiled Java code can run on all platforms that support Java without the need to recompile. Java applications are usually compiled to bytecode that can run on any Java virtual machine (JVM) regardless of the underlying computer architecture. The syntax of Java is similar to C and C++, but has fewer low-level facilities than either of them. The Java runtime provides dynamic abilities usually unavailable in traditional compiled languages. Java gained popularity shortly after its release, and has been a popular programming language since then. Java was the third most popular programming language in 2022 according to GitHub. Although still widely popular, there has been a gradual decline in use of Java in recent years with other languages using JVM gaining popularity. Java was designed by James Gosling at Sun Microsystems. It was released in May 1995 as a core component of Sun's Java platform. The original and reference implementation Java compilers, virtual machines (VMs), and class libraries were released by Sun under proprietary licenses. As of May 2007, in compliance with the specifications of the Java Community Process, Sun had relicensed most of its Java technologies under the GPL-2.0-only license. Oracle, which bought Sun in 2010, offers its own HotSpot Java virtual machine. However, the official reference implementation is the OpenJDK JVM, which is open-source software used by most developers and is the default JVM for almost all Linux distributions. Java 26 is the current version as of March 2026. Java 25 is long-term support (LTS) version still under maintenance by Oracle; Java 21 is also still an LTS version though users ""wanting to continue with permissively licensed versions of Java after September of 2026 should upgrade to Oracle JDK 25 or later"" according to Oracle. Oracle also provides proprietary ""Java SE OTN license"" for it and Java 21 LTS, 11 LTS and 8 LTS. Note, Oracle still supports Java 8 LTS at no cost for personal use. Others also support same LTS versions (commercially), and latest, and some even down to Java 6 and 7."
41755648,Google DeepMind,https://en.wikipedia.org/wiki/Google_DeepMind,AI research laboratory,"Google DeepMind, trading as Google DeepMind or simply DeepMind, is a British-American artificial intelligence (AI) research laboratory which serves as a subsidiary of Alphabet Inc. Founded in the UK in 2010, it was acquired by Google in 2014 and merged with Google AI's Google Brain division to become Google DeepMind in April 2023. The company is headquartered in London, with research centres in the United States, Canada, France, Germany, and Switzerland. In 2014, DeepMind introduced neural Turing machines. The company has created many neural network models trained with reinforcement learning to play video games and board games. It made headlines in 2016 after its AlphaGo program beat Lee Sedol, a Go world champion, in a five-game match, which was later featured in the documentary AlphaGo. A more general program, AlphaZero, beat the most powerful programs playing go, chess and shogi after a few days of play against itself using reinforcement learning. DeepMind has since trained models for game-playing, for mathematics, and for algorithm discovery. In 2020, DeepMind made significant advances in the problem of protein folding with AlphaFold, which achieved state of the art records on benchmark tests for protein folding prediction. In July 2022, it was announced that over 200 million predicted protein structures, representing virtually all known proteins, would be released on the AlphaFold database. Google DeepMind has become responsible for the development of Gemini and other generative AI tools, such as the text-to-image model Imagen, the text-to-video model Veo, and the text-to-music model Lyria."
1360091,Backpropagation,https://en.wikipedia.org/wiki/Backpropagation,Optimization algorithm for artificial neural networks,"In machine learning, backpropagation is a gradient computation method commonly used for training a neural network in computing parameter updates. It is an efficient application of the chain rule to neural networks. Backpropagation efficiently computes the gradient of the loss with respect to the network weights for a single input–output example. It does this by propagating derivatives backward, one layer at a time, from the output layer to the input layer, thereby avoiding redundant chain-rule calculations. Strictly speaking, the term backpropagation refers only to an algorithm for efficiently computing the gradient, not how the gradient is used, but the term is often used loosely to refer to the entire learning algorithm. This includes changing model parameters in the negative direction of the gradient, such as by stochastic gradient descent, or as an intermediate step in a more complicated optimizer, such as Adaptive Moment Estimation. Backpropagation had multiple discoveries and partial discoveries, with a tangled history and terminology. Some other names for the technique include ""reverse mode of automatic differentiation"" or ""reverse accumulation""."
18831,Mathematics,https://en.wikipedia.org/wiki/Mathematics,Field of study,"Mathematics is a field of study that discovers and organizes methods, theories, and theorems that are developed and proved either in response to the needs of empirical sciences or the needs of mathematics itself. There are many areas of mathematics, including number theory, algebra, geometry, analysis, and set theory. Mathematics involves the description and manipulation of abstract objects that are either abstractions from nature or purely abstract entities that are stipulated to have certain properties, called axioms. Mathematics uses pure reason to prove the properties of objects through proofs, which consist of a succession of applications of deductive rules to already established results. These results, called theorems, include previously proved theorems, axioms, and—in case of abstraction from nature—some basic properties that are considered true starting points of the theory under consideration. Mathematics is essential in the natural sciences, engineering, medicine, finance, computer science, and the social sciences. Although mathematics is extensively used for modeling phenomena, the fundamental truths of mathematics are independent of any scientific experimentation. Some areas of mathematics, such as game theory, are developed in close correlation with their applications and are often grouped under applied mathematics. Other areas are developed independently from any application but often find practical applications later. Mathematical written records first appeared in Ancient Egypt and Mesopotamia, but the concept of proof and its associated mathematical rigor began in Ancient Greek mathematics, exemplified in Euclid's Elements. Mathematics was primarily divided into geometry and arithmetic until the 16th and 17th centuries, when algebra and infinitesimal calculus evolved into new fields. Since then, the interaction between mathematical innovations and scientific discoveries has led to a correlated increase in the development of both. At the end of the 19th century, the foundational crisis of mathematics led to the systematic use of the axiomatic method, which heralded a dramatic increase in the number of mathematical areas and their fields of application. The contemporary Mathematics Subject Classification lists more than sixty first-level areas of mathematics."
586357,Artificial general intelligence,https://en.wikipedia.org/wiki/Artificial_general_intelligence,Type of AI with wide-ranging abilities,"Artificial general intelligence (AGI) is a hypothetical type of artificial intelligence that matches or surpasses human capabilities across virtually all cognitive tasks. Beyond AGI, artificial superintelligence (ASI) would outperform the best human abilities across every domain by a wide margin. Unlike artificial narrow intelligence (ANI), whose competence is confined to well‑defined tasks, an AGI system can generalise knowledge, transfer skills between domains, and solve novel problems without task‑specific reprogramming. Creating AGI is a stated goal of technology companies such as OpenAI, Google, xAI, and Meta. A 2020 survey identified 72 active AGI research and development projects across 37 countries. AGI is a common topic in science fiction and futures studies. Contention exists over whether AGI represents an existential risk. Some AI experts and industry figures have stated that mitigating the risk of human extinction posed by AGI should be a global priority. Others find the development of AGI to be in too remote a stage to present such a risk."
390214,Graphics processing unit,https://en.wikipedia.org/wiki/Graphics_processing_unit,Specialized electronic circuit that accelerates graphics,"A graphics processing unit (GPU) is a specialized electronic circuit designed for digital image processing and to accelerate computer graphics, being present either as a component on a discrete graphics card or embedded on motherboards, mobile phones, personal computers, workstations, and game consoles. GPUs are increasingly being used for artificial intelligence (AI) processing due to linear algebra acceleration, which is also used extensively in graphics processing. Although there is no single definition of the term, and it may be used to describe any video display system, in modern use a GPU includes the ability to internally perform the calculations needed for various graphics tasks, like rotating and scaling 3D images, and often the additional ability to run custom programs known as shaders. This contrasts with earlier graphics controllers known as video display controllers which had no internal calculation capabilities, or blitters, which performed only basic memory movement operations. The modern GPU emerged during the 1990s, adding the ability to perform operations like drawing lines and text without CPU help, and later adding 3D functionality. Graphics functions are generally independent and this lends these tasks to being implemented on separate calculation engines. Modern GPUs include hundreds, or thousands, of calculation units. This made them useful for non-graphic calculations involving embarrassingly parallel problems due to their parallel structure. The ability of GPUs to rapidly perform vast numbers of calculations has led to their adoption in diverse fields including artificial intelligence (AI) where they excel at handling data-intensive and computationally demanding tasks. Other non-graphical uses include the training of neural networks and cryptocurrency mining."
20640,MacOS,https://en.wikipedia.org/wiki/MacOS,Operating system for Apple computers,"https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D https://www.youtube.com/watch?v=9oa3oLCitMM&pp=ygULcG9yeWEgYXppemk%3D macOS is a proprietary Unix operating system, derived from OPENSTEP for Mach and FreeBSD, which has been marketed and developed by Apple since 2001. It is the current operating system for Apple's line of Mac computers. Within the market of desktop and laptop computers, it is currently the second most widely used desktop OS, after Microsoft Windows and ahead of all Linux distributions, including ChromeOS and SteamOS. As of 2026, the most recent release of macOS is macOS 26 Tahoe, the 22nd major version of macOS. Mac OS X succeeded the classic Mac OS, the primary Macintosh operating system from 1984 to 2001. Its underlying architecture came from NeXT's NeXTSTEP, as a result of Apple's acquisition of NeXT, which also brought Steve Jobs back to Apple. The first desktop version, Mac OS X 10.0, was released on March 24, 2001. Apart from OS X Lion, all versions from Mac OS X Leopard onwards are UNIX 03 certified. Each of Apple's other contemporary operating systems, including iOS, iPadOS, watchOS, tvOS, audioOS and visionOS, are derivatives of macOS. Throughout its history, macOS has supported three major processor architectures: the initial version supported PowerPC-based Macs only, with support for Intel-based Macs beginning with OS X Tiger 10.4.4 and support for ARM-based Apple silicon Macs beginning with macOS Big Sur. Support for PowerPC-based Macs was dropped with OS X Snow Leopard, and it was announced at the 2025 Worldwide Developers Conference that macOS Tahoe will be the last to support Intel-based Macs. Unlike versions of the classic Mac OS, Mac OS X retained the same major version number (10) for almost two decades, with major releases only incrementing the minor version number. Since 2020, Apple increments the major version component in each major release, with macOS Big Sur getting version number 11. In 2025, the numbering scheme was changed once again, now using the number of the year that follows the release year. A prominent part of macOS's original brand identity was the use of the Roman numeral X, pronounced ""ten"", as well as code naming each release after species of big cats, and later, places within California. Apple shortened the name to ""OS X"" in 2011 and then changed it to ""macOS"" in 2016 to align with the branding of Apple's other operating systems. In 2020, macOS Big Sur was presented as version 11—a marked departure after 16 releases of macOS 10—but the naming convention continued to reference places within California. In 2025, Apple unified the version number across all of its products to align with the year after their WWDC announcement, so the release announced at the 2025 WWDC, macOS Tahoe, is macOS 26."
55981499,AlphaZero,https://en.wikipedia.org/wiki/AlphaZero,Game-playing artificial intelligence,"AlphaZero is a computer program developed by artificial intelligence research company DeepMind to master the games of chess, shogi and go. This algorithm uses an approach similar to AlphaGo Zero. On December 5, 2017, the DeepMind team released a preprint paper introducing AlphaZero, which would soon play three games by defeating world-champion chess engines Stockfish, Elmo, and the three-day version of AlphaGo Zero. In each case it made use of custom tensor processing units (TPUs) that the Google programs were optimized to use. AlphaZero was trained solely via self-play using 5,000 first-generation TPUs to generate the games and 64 second-generation TPUs to train the neural networks, all in parallel, with no access to opening books or endgame tables. After four hours of training, DeepMind estimated AlphaZero was playing chess at a higher Elo rating than Stockfish 8; after nine hours of training, the algorithm defeated Stockfish 8 in a time-controlled 100-game tournament. The trained algorithm played on a single machine with four TPUs. DeepMind's paper on AlphaZero was published in the journal Science on 7 December 2018. While the actual AlphaZero program has not been released to the public, the algorithm described in the paper has been implemented in publicly available software. In 2019, DeepMind published a new paper detailing MuZero, a new algorithm able to generalize AlphaZero's work, playing both Atari and board games without knowledge of the rules or representations of the game."
41416740,Deep belief network,https://en.wikipedia.org/wiki/Deep_belief_network,Type of artificial neural network,"In machine learning, a deep belief network (DBN) is a generative graphical model, or alternatively a class of deep neural network, composed of multiple layers of latent variables, with connections between the layers but not between units within each layer. When trained without supervision on a set of examples, a DBN can learn to probabilistically reconstruct its inputs. The layers then act as feature detectors. After this learning step, a DBN can be further trained with supervision to perform classification. DBNs can be viewed as a composition of simple, unsupervised networks such as restricted Boltzmann machines (RBMs) or autoencoders, where each sub-network's hidden layer serves as the visible layer for the next. An RBM is an undirected, generative energy-based model with a ""visible"" input layer and a hidden layer and connections between but not within layers. This composition leads to a fast, layer-by-layer unsupervised training procedure, where contrastive divergence is applied to each sub-network in turn, starting from the ""lowest"" pair of layers. The observation that DBNs can be trained greedily, one layer at a time, led to one of the first effective deep learning algorithms. Overall, there are many attractive implementations and uses of DBNs in real-life applications and scenarios."
23968131,NoSQL,https://en.wikipedia.org/wiki/NoSQL,Database class for storage and retrieval of modeled data,"NoSQL refers to a type of database design that stores and retrieves data differently from the traditional table-based structure of relational databases. Unlike relational databases, which organize data into rows and columns like a spreadsheet, NoSQL databases use a single data structure—such as key–value pairs, wide columns, graphs, or documents—to hold information. Since this non-relational design does not require a fixed schema, it scales easily to manage large, often unstructured datasets. NoSQL systems are sometimes called ""Not only SQL"" because they can support SQL-like query languages or work alongside SQL databases in polyglot-persistent setups, where multiple database types are combined. Non-relational databases date back to the late 1960s, but the term ""NoSQL"" emerged in the early 2000s, spurred by the needs of Web 2.0 companies like social media platforms. NoSQL databases are popular in big data and real-time web applications due to their simple design, ability to scale across clusters of machines, and precise control over data availability. These structures can speed up certain tasks and are often considered more adaptable than fixed database tables. However, many NoSQL systems prioritize speed and availability over strict consistency, using eventual consistency—where updates reach all nodes eventually, typically within milliseconds, but may cause brief delays in accessing the latest data, known as stale reads. While most lack full ACID transaction support, some, like MongoDB, include it as a key feature."
25652303,Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,Set of rules describing computer system,"In computer science and computer engineering, a computer architecture is the structure of a computer system made from component parts. It can sometimes be a high-level description that ignores details of the implementation. At a more detailed level, the description may include the instruction set architecture design, microarchitecture design, logic design, and implementation."
14539,Internet,https://en.wikipedia.org/wiki/Internet,Global system of connected computer networks,"The Internet is the global system of interconnected computer networks that uses the Internet protocol suite (TCP/IP) to communicate between networks and devices. It is a network of networks that comprises private, public, academic, business, and government networks of local to global scope, linked by electronic, wireless, and optical networking technologies. The Internet carries a vast range of information services and resources, such as the interlinked hypertext documents and applications of the World Wide Web (WWW), electronic mail, discussion groups, internet telephony, streaming media and file sharing. Most traditional communication media, including telephone, radio, television, paper mail, newspapers, and print publishing, have been transformed by the Internet, giving rise to new media such as email, online music, digital newspapers, news aggregators, and audio and video streaming websites. The Internet has enabled and accelerated new forms of personal interaction through instant messaging, Internet forums, and social networking services. Online shopping has also grown to occupy a significant market across industries, enabling firms to extend brick and mortar presences to serve larger markets. Business-to-business and financial services on the Internet affect supply chains across entire industries. The origins of the Internet date back to research that enabled the time-sharing of computer resources, the development of packet switching, and the design of computer networks for data communication. The set of communication protocols to enable internetworking on the Internet arose from research and development commissioned in the 1970s by the Defense Advanced Research Projects Agency (DARPA) of the United States Department of Defense in collaboration with universities and researchers across the United States, United Kingdom and France. The Internet has no single centralized governance in either technological implementation or policies for access and usage. Each constituent network sets its own policies. The overarching definitions of the two principal name spaces on the Internet, the Internet Protocol address space and the Domain Name System (DNS), are directed by a maintainer organization, the Internet Corporation for Assigned Names and Numbers (ICANN). The technical underpinning and standardization of the core protocols is an activity of the non-profit Internet Engineering Task Force (IETF)."
4594672,Computational problem,https://en.wikipedia.org/wiki/Computational_problem,Problem a computer might be able to solve,"In theoretical computer science, a problem is one that asks for a solution in terms of an algorithm. For example, the problem of factoring
  - ""Given a positive integer n, find a nontrivial prime factor of n."" is a computational problem that has a solution, as there are many known integer factorization algorithms. A computational problem can be viewed as a set of instances or cases together with a, possibly empty, set of solutions for every instance/case. The question then is, whether there exists an algorithm that maps instances to solutions. For example, in the factoring problem, the instances are the integers n, and solutions are prime numbers p that are the nontrivial prime factors of n. An example of a computational problem without a solution is the Halting problem. Computational problems are one of the main objects of study in theoretical computer science. One is often interested not only in mere existence of an algorithm, but also how efficient the algorithm can be. The field of computational complexity theory addresses such questions by determining the amount of resources solving a given problem will require, and explain why some problems are intractable or undecidable. Solvable computational problems belong to complexity classes that define broadly the resources it takes to compute (solve) them with various abstract machines. For example, the complexity classes
  - P, problems that consume polynomial time for deterministic classical machines
  - BPP, problems that consume polynomial time for probabilistic classical machines
  - BQP, problems that consume polynomial time for probabilistic quantum machines. Both instances and solutions are represented by binary strings, namely elements of {0, 1}*. For example, natural numbers are usually represented as binary strings using binary encoding. This is important since the complexity is expressed as a function of the length of the input representation."
494528,Query language,https://en.wikipedia.org/wiki/Query_language,Computer language used to make queries into databases and information systems,"A query language, also known as data query language or database query language (DQL), is a computer language used to make queries in databases and information systems. In database systems, query languages rely on strict theory to retrieve information. A well known example is the Structured Query Language (SQL)."
26685,Statistics,https://en.wikipedia.org/wiki/Statistics,Study of collection and analysis of data,"Statistics is the discipline that concerns the collection, organization, analysis, interpretation, and presentation of data. In applying statistics to a scientific, industrial, or social problem, it is conventional to begin with a statistical population or a statistical model to be studied. Populations can be diverse groups of people or objects such as ""all people living in a country"" or ""every atom composing a crystal"". Statistics deals with every aspect of data, including the planning of data collection in terms of the design of surveys and experiments. Statistics is deeply related to subjects like physics, chemistry, geography, geopolitics, and especially mathematics. When census data cannot be collected, statisticians collect data by developing specific experiment designs and survey samples. Representative sampling assures that inferences and conclusions can reasonably extend from the sample to the population as a whole. An experimental study involves taking measurements of the system under study, manipulating the system, and then taking additional measurements using the same procedure to determine if the manipulation has modified the values of the measurements. In contrast, an observational study does not involve experimental manipulation. Two main statistical methods are used in data analysis: descriptive statistics, which summarize data from a sample using indexes such as the mean or standard deviation, and inferential statistics, which draw conclusions from data that are subject to random variation. Descriptive statistics are most often concerned with two sets of properties of a distribution: central tendency seeks to characterize the distribution's central or typical value, while dispersion characterizes the extent to which members of the distribution depart from its center and each other. Inferences made using mathematical statistics employ the framework of probability theory, which deals with the analysis of random phenomena. A standard statistical procedure involves the collection of data leading to a test of the relationship between two statistical data sets, or a data set and synthetic data drawn from an idealized model. A hypothesis is proposed for the statistical relationship between the two data sets, an alternative to an idealized null hypothesis of no relationship between two data sets. Rejecting or disproving the null hypothesis is done using statistical tests that quantify the sense in which the null can be proven false, given the data that are used in the test. Working from a null hypothesis, two basic forms of error are recognized: Type I errors and Type II errors. Multiple problems have come to be associated with this framework, ranging from obtaining a sufficient sample size to specifying an adequate null hypothesis. Statistical measurement processes are also prone to error with regard to the data they generate. Many of these errors are classified as random (noise) or systematic (bias), but other types of errors can also occur. The presence of missing data or censoring may result in biased estimates, and specific techniques have been developed to address these problems."
404048,Computing Machinery and Intelligence,https://en.wikipedia.org/wiki/Computing_Machinery_and_Intelligence,1950 scientific article by Alan Turing,"""Computing Machinery and Intelligence"" is a paper written by Alan Turing on the topic of artificial intelligence. The paper, published in 1950 in Mind, was the first to introduce his concept of what is now known as the Turing test to the general public. Turing's paper considers the question ""Can machines think?"" Turing says that since the words ""think"" and ""machine"" cannot clearly be defined, we should ""replace the question by another, which is closely related to it and is expressed in relatively unambiguous words."" To achieve this objective, Turing proposes a three-step approach. First, he identifies a simple and unambiguous concept to substitute for the term ""think."" Second, he delineates the specific ""machines"" under consideration. Third, armed with these tools, he poses a new question related to the first, which he believes he can answer in the affirmative."
19541494,Cloud computing,https://en.wikipedia.org/wiki/Cloud_computing,Form of shared internet-based computing,"Cloud computing is defined by the International Organization for Standardization (ISO) as ""a paradigm for enabling network access to a scalable and elastic pool of shareable physical or virtual resources with self-service provisioning and administration on demand"". It is commonly referred to as ""the cloud""."
6021,C (programming language),https://en.wikipedia.org/wiki/C_(programming_language),General-purpose programming language,"C is a general-purpose programming language created in the 1970s by Dennis Ritchie. By design, C gives the programmer relatively direct access to the features of the typical CPU architecture, customized for the target instruction set. It has been and continues to be used to implement operating systems, device drivers, and protocol stacks, but its use in application software has been decreasing. C is used on computers that range from the largest supercomputers to the smallest microcontrollers and embedded systems. A successor to the programming language B, C was originally developed at Bell Labs by Ritchie between 1972 and 1973 to construct utilities running on Unix. It was applied to re-implementing the kernel of the Unix operating system. During the 1980s, C gradually gained popularity. It has become one of the most widely used programming languages, with C compilers available for practically all modern computer architectures and operating systems. The book The C Programming Language, co-authored by the original language designer, served for many years as the de facto standard for the language. C has been standardized since 1989 by the American National Standards Institute (ANSI) and, subsequently, jointly by the International Organization for Standardization (ISO) and the International Electrotechnical Commission (IEC). C is an imperative procedural language, supporting structured programming, lexical variable scope, and recursion, with a static type system. It was designed to be compiled to provide low-level access to memory and language constructs that map efficiently to machine instructions, all with minimal runtime support. Despite its low-level capabilities, the language was designed to encourage cross-platform programming. A standards-compliant C program written with portability in mind can be compiled for a wide variety of computer platforms and operating systems with few changes to its source code. Although neither C nor its standard library provide some popular features found in other languages, it is flexible enough to support them. For example, object orientation and garbage collection are provided by external libraries GLib Object System and Boehm garbage collector, respectively. Since 2000, C has typically ranked as the most or second-most popular language in the TIOBE index."
24185,Pseudocode,https://en.wikipedia.org/wiki/Pseudocode,Description of an algorithm that resembles a computer program,"In computer science, pseudocode is a description of the steps in an algorithm using a mix of conventions of programming languages with informal, usually self-explanatory, notation of actions and conditions. Although pseudocode shares features with regular programming languages, it is intended for human reading rather than machine control. Pseudocode typically omits details that are essential for machine implementation of the algorithm, meaning that pseudocode can only be verified by hand. The programming language is augmented with natural language description details, where convenient, or with compact mathematical notation. The reasons for using pseudocode are that it is easier for people to understand than conventional programming language code and that it is an efficient and environment-independent description of the key principles of an algorithm. It is commonly used in textbooks and scientific publications to document algorithms and in planning of software and other algorithms. No broad standard for pseudocode syntax exists, as a program in pseudocode is not an executable program; however, certain limited standards exist. Pseudocode resembles skeleton programs, which can be compiled without errors. Flowcharts, drakon-charts and Unified Modelling Language (UML) charts can be thought of as a graphical alternative to pseudocode, but need more space on paper. Languages such as HAGGIS bridge the gap between pseudocode and code written in programming languages."
